id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2685940,Charming Private Studio with Garden,13749091,Julie & Henry,Queens,Ozone Park,40.68399274,-73.85071054,Entire home/apt,80,1,67,8/13/17,1.67,1,348
13953640,Private apartment 45 min away from the city,83082749,Peter,Queens,Ozone Park,40.68345386,-73.83377822,Entire home/apt,125,1,11,8/23/16,0.77,1,0
13265829,Cozy 1 BRM Studio Basement Apartment,2168705,Sean,Queens,Ozone Park,40.68288335,-73.86036295,Entire home/apt,55,2,13,5/11/17,0.82,1,262
13697001,A shared spacious bedroom with attached bathroom,52267190,Jas,Queens,Ozone Park,40.68225732,-73.84396352,Shared room,25,1,0,,,1,0
9944320,Nice Spacious Room for a Month,19878684,Lakshey,Queens,Ozone Park,40.68246752,-73.84368201,Shared room,25,10,0,,,1,0
2371632,"Great 1 Br Apt, Ozone Park, NYC",10721506,Lee & Kumar,Queens,Ozone Park,40.67656625,-73.84083465,Entire home/apt,98,4,75,9/10/17,1.78,1,310
19546150,Studio Apartment.,137270801,Jose,Queens,Ozone Park,40.675568,-73.85144649,Private room,100,1,0,,,1,0
19951032,Comfortable attick. Close to JFK,26326122,Israel,Queens,Ozone Park,40.69003919,-73.83860548,Private room,45,4,0,,,3,269
21080809,Patty home,151955083,Patricia,Queens,Ozone Park,40.68742777,-73.84121769,Private room,50,5,0,,,1,347
18812810,Cozy Large Home with 3 Bedrooms 25 minutes to City,130983740,Luis,Queens,Ozone Park,40.67863511,-73.84596472,Entire home/apt,115,2,7,10/1/17,1.88,1,360
4830154,"Furnished room with Bed, Closet, TV",24865745,Subramanian,Queens,Ozone Park,40.68337345,-73.84310256,Private room,45,1,0,,,1,0
15024889,WELCOME FAMILY 2 BED APARTMENT,26924376,Lucy,Queens,Ozone Park,40.68285181,-73.85247779,Entire home/apt,85,7,6,9/5/17,0.47,2,164
17403646,$55/ night (Females Only ),117662200,Farhana,Queens,Ozone Park,40.68582158,-73.83667335,Private room,55,1,4,9/30/17,0.65,1,364
18077042,CLEAN! Executive Studio Suite. Entire apt w/pvt BR,121093001,Geoffrey,Queens,Ozone Park,40.67574462,-73.8560128,Entire home/apt,81,3,23,9/28/17,4.34,1,314
16034472,Spacious House near JFK (5 Mins) & Public Transit,63715274,Angel,Queens,Ozone Park,40.67355254,-73.84398419,Private room,90,1,0,,,1,164
20881491,Nice single room near A train & JFK airport.,74212097,Queenie,Queens,Ozone Park,40.68304677,-73.85764335,Private room,39,1,8,9/30/17,8,2,325
11474664,Family-friendly 2 bed apt.near Manhattan,15145474,Denisse,Queens,Ozone Park,40.68165025,-73.84557705,Entire home/apt,110,4,36,9/18/17,1.96,2,327
7725825,COMFORT 25 MINS FROM NEW YORK,40595718,Adria,Queens,Ozone Park,40.68791629,-73.83752236,Entire home/apt,79,2,15,9/27/17,0.64,1,312
21025488,Beautiful garden apartment with patio.,151421618,Adesh,Queens,Ozone Park,40.68463643,-73.84244763,Entire home/apt,155,8,0,,,2,89
18548776,Charming and Quite Neighborhood,13276777,Edison,Queens,Ozone Park,40.67273364,-73.8423213,Private room,85,1,0,,,1,90
5094957,"Cozy room from New York, NY, JFK #1",26326122,Israel,Queens,Ozone Park,40.68819455,-73.83945727,Private room,55,3,154,9/17/17,4.8,3,334
17366174,"Modern & Luxurious 1 Bedroom, close to A/J Trains!",40426686,Amin,Queens,Ozone Park,40.68571779,-73.84930314,Entire home/apt,69,4,0,,,1,0
6023683,Family house in a heart of Qeens,31105318,Donna Danuta,Queens,Ozone Park,40.67973522,-73.84413453,Entire home/apt,335,3,37,9/27/17,1.43,1,271
11496210,Sunny family-friendly 1 bed. apt near Manhattan,15145474,Denisse,Queens,Ozone Park,40.6808386,-73.84765422,Entire home/apt,87,4,36,9/8/17,1.91,2,313
5204719,LOVELY 2 PRIVATE BEDROOMS,26924376,Lucy,Queens,Ozone Park,40.68325265,-73.85295388,Entire home/apt,70,5,22,9/26/17,0.83,2,75
15008979,Cozy Room near Casino and Metro,94707512,Elvin,Queens,Ozone Park,40.67237833,-73.83908621,Private room,69,1,70,10/2/17,5.5,1,177
19030149,"Beautiful, Comfortable Apt. in Convenient Location",182461,Jose,Queens,Ozone Park,40.67487867,-73.85568123,Entire home/apt,110,2,11,9/16/17,3.88,3,109
21112584,Beautiful one bedroom apartment,151421618,Adesh,Queens,Ozone Park,40.68462707,-73.84404069,Entire home/apt,100,9,0,,,2,341
6576336,Large Private Studio Newly Renevated,34397256,Nanda,Queens,Ozone Park,40.6904042,-73.83727382,Private room,65,1,74,9/26/17,3.01,1,333
21107357,Everything you need to have a great time in NYC.,94430261,Silvia,Queens,Ozone Park,40.67653448,-73.8609395,Private room,55,2,0,,,1,25
4853647,Modern & luxurious close to trains,6162041,Nick,Queens,Ozone Park,40.68559406,-73.84959598,Entire home/apt,99,2,66,9/6/17,1.95,1,324
6032118,Spacious room NYC Rm 2 JFK & Subway,26326122,Israel,Queens,Ozone Park,40.6894898,-73.84023006,Private room,55,3,96,9/22/17,3.23,3,342
4982699,Two Bedroom Apartment,25686141,Linden,Queens,Ozone Park,40.67923872,-73.84771408,Entire home/apt,99,3,58,9/11/17,1.96,1,269
21147340,Home away from home,22219508,Mirella,Bronx,Fordham,40.85666855,-73.90130069,Private room,50,1,0,,,1,69
20828094,"""Cerca de las mejores atracciones de New York """,137690897,Yaneli,Bronx,Fordham,40.86901793,-73.88902398,Private room,70,1,1,9/16/17,1,2,171
18898125,Large room w/fridge. Subway on corner Fordham,131700401,Eva,Bronx,Fordham,40.86729773,-73.89742453,Private room,51,2,8,9/8/17,2.2,2,86
19905952,Cozy Grand Concourse Private Room,79889027,Karina,Bronx,Fordham,40.85508605,-73.90241052,Private room,55,2,0,,,1,0
16814973,Comfy RM in Private Home with Backyard/Near Metro,23878336,Armando,Bronx,Fordham,40.87020418,-73.89338904,Private room,50,3,5,4/18/17,0.68,5,331
13359647,Budget Room in large apartment (Solo Travelers+),11070120,Vernon,Bronx,Fordham,40.85926899,-73.90142454,Private room,40,7,15,9/29/17,0.93,2,259
10332161,A large sunny bedroom,53169195,Ehssan,Bronx,Fordham,40.85598137,-73.90051521,Private room,35,3,2,8/20/16,0.14,1,0
12955940,"large, affordable, clean,convenient",71211231,Ehsan,Bronx,Fordham,40.85395792,-73.89871812,Private room,34,1,2,6/14/16,0.12,1,0
19588726,HabitaciÃ_n ubicada cÃ©ntricamente en la ciudad.,137690897,Yaneli,Bronx,Fordham,40.8672904,-73.8904583,Private room,70,1,4,10/2/17,3.24,2,362
18199127,The House on the Hill,125616836,Max,Bronx,Fordham,40.87122658,-73.88888404,Private room,32,7,0,,,1,364
12988898,,71552588,Andrea,Bronx,Fordham,40.86032417,-73.88493268,Shared room,130,1,0,,,1,365
16814803,Cozy RM in Private Home with Backyard/Near Metro,23878336,Armando,Bronx,Fordham,40.86925005,-73.89534099,Private room,60,3,27,9/16/17,3.38,5,343
18416347,Stylish & Spacious Room with Backyard/Near Metro,105394139,Ciprian,Bronx,Fordham,40.86939736,-73.89513529,Private room,75,3,16,9/7/17,3.08,5,350
21040944,The Heart of It All,147805387,Donna,Bronx,Fordham,40.8669155,-73.88812065,Private room,40,2,0,,,1,365
15300956,Victor's Plaza,74848954,Victor,Bronx,Fordham,40.85259686,-73.89938304,Private room,40,1,17,9/17/17,1.73,1,81
16195143,"Spacious RM in Private Home, Backyard/Near Metro",105394139,Ciprian,Bronx,Fordham,40.86913892,-73.89509569,Private room,80,3,18,9/4/17,3.83,5,355
16065265,Modern Bronx Treasure!,104262517,Felicia,Bronx,Fordham,40.86871861,-73.89143751,Entire home/apt,140,2,7,4/23/17,0.67,1,358
16337106,Beautiful Room in Private Home Backyard/Near Metro,105394139,Ciprian,Bronx,Fordham,40.87093413,-73.89339673,Private room,55,3,26,9/8/17,2.82,5,339
20548992,Veloz House,146741271,Joel,Bronx,Fordham,40.85378914,-73.90279038,Private room,150,1,1,9/4/17,1,1,365
13810918,Good Vibes Sanctuary,58126473,Miriam,Bronx,Fordham,40.86362834,-73.89478723,Private room,60,1,56,9/20/17,3.7,1,360
20626705,Semi-private budget room. Steps from train.,131700401,Eva,Bronx,Fordham,40.8654243,-73.89785715,Shared room,37,3,1,9/26/17,1,2,77
176129,Fordham University / Botanical Garden,842082,Linda,Bronx,Fordham,40.86271015,-73.88544821,Private room,62,2,86,9/29/17,1.93,1,65
17045488,Huge RM in Private Home with Backyard/Near Metro,23878336,Armando,Bronx,Fordham,40.87030703,-73.89322088,Private room,80,3,27,9/12/17,3.86,5,357
16814382,Large RM in Private Home with Backyard/Near Metro,23878336,Armando,Bronx,Fordham,40.87035211,-73.89335298,Private room,65,3,25,9/8/17,2.96,5,359
13688739,Comfy Cave Inn,79752355,Eduardo,Bronx,Fordham,40.85859202,-73.89571455,Entire home/apt,65,1,9,9/2/17,0.62,1,0
16351193,Warm RM in Private Home with Backyard Near Metro,105394139,Ciprian,Bronx,Fordham,40.86909071,-73.89396199,Private room,50,3,14,9/7/17,1.52,5,355
8756017,BronxHattan,26129793,Corey,Bronx,Fordham,40.86711338,-73.89524814,Private room,65,1,0,,,1,0
17529164,Large Room with Private Bathroom (Long Term+++),11070120,Vernon,Bronx,Fordham,40.85928503,-73.90047746,Private room,45,3,1,3/23/17,0.15,2,77
19604867,Affordable and Comfortable,3514536,Cameron,Bronx,Fordham,40.85611939,-73.89742924,Private room,42,1,1,7/9/17,0.35,1,30
4347219,"A place to stay, well worth it.",8869348,Benjamin,Bronx,Fordham,40.86196268,-73.90075097,Private room,100,1,17,8/27/17,,1,365
17045788,Cute RM in Private Home with Backyard/Near Metro,23878336,Armando,Bronx,Fordham,40.86917325,-73.89464638,Private room,60,3,25,9/17/17,3.52,5,352
15176641,Near transportation private room,19923341,Ahmad,Queens,Whitestone,40.78572541,-73.81062433,Private room,85,1,0,,,1,364
2698984,Huge Modern Waterfront Home,13811875,Grace,Queens,Whitestone,40.79720865,-73.81600327,Entire home/apt,280,3,4,8/23/17,0.16,1,177
20575645,Nysa's castle,146988248,Naveed,Queens,Whitestone,40.78881092,-73.82882264,Entire home/apt,250,2,3,9/17/17,2.65,1,275
19887332,"Cozy, Charming, Quaint Home in The World's Borough",20578165,Teddy,Queens,Whitestone,40.77743136,-73.81438029,Private room,80,2,1,9/4/17,1,1,363
19360560,One bedroom; private house; great location,43604044,Judy,Queens,Whitestone,40.78080688,-73.82005132,Private room,40,2,0,,,1,0
15099391,Best house to live,95605640,Haji,Queens,Whitestone,40.78723632,-73.82099801,Entire home/apt,110,15,0,,,1,358
15345966,WHITESTONE-QUEENS,60614066,Sarah,Queens,Whitestone,40.7864704,-73.82160511,Entire home/apt,100,2,9,8/30/17,0.75,1,79
20728160,Women Only for first floor- Short Stays !,32113778,Betty Ann,Staten Island,Arden Heights,40.55040149,-74.1685397,Private room,34,1,5,9/30/17,5,4,88
9113965,Women or Men: 2nd Floor-Private Full Size Bed!,32113778,Betty Ann,Staten Island,Arden Heights,40.55141952,-74.16901002,Private room,39,1,19,9/30/17,0.89,4,175
6867897,Women or Men: 2nd Flr-Twin Size Bed-1 guest only !,32113778,Betty Ann,Staten Island,Arden Heights,40.55165868,-74.16895174,Private room,35,1,92,9/17/17,3.52,4,360
6314389,Women or Men: 2nd Flr-Queen Size Bed- Private Room,32113778,Betty Ann,Staten Island,Arden Heights,40.55073404,-74.16905213,Private room,43,1,54,10/2/17,2.13,4,360
259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,40.59262451,-74.06658674,Entire home/apt,125,2,4,6/29/17,0.06,3,351
16087737,Private Room for Students/Residents/Travelers 001,104812805,Amarjit S,Staten Island,Arrochar,40.59678754,-74.0829969,Private room,31,7,6,9/23/17,0.9,2,299
20452107,Two Bdrm apt- 1 bus stop to Manhattan èƒŒéù æµ·æ™¯å®_èˆ’ç‹¬ç«‹å±‹,74553751,Brenda,Staten Island,Arrochar,40.59641861,-74.0658123,Entire home/apt,119,1,2,9/30/17,2,1,75
4981857,1  bedroom plus private bath,25681770,Concetta,Staten Island,Arrochar,40.58768606,-74.0698601,Private room,80,1,9,5/22/16,0.35,2,357
19805091,Two bedroom house near the South beach.,68335750,Evgeny,Staten Island,Arrochar,40.59508167,-74.06512944,Entire home/apt,87,1,3,9/14/17,2.43,2,63
19192001,Renovated Cozy and Affordable 33 min to Manhattan,41398005,Mirco,Staten Island,Arrochar,40.5939807,-74.06802415,Entire home/apt,75,3,4,9/3/17,1.52,2,74
15910991,House,103222412,_¡___µ_¶_°___°,Staten Island,Arrochar,40.59526454,-74.06471486,Entire home/apt,120,7,0,,,1,0
258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,40.59251219,-74.06478946,Entire home/apt,250,2,12,9/3/17,0.2,3,335
17716523,30 Minutes from Manhattan Apartment by South Beach,41398005,Mirco,Staten Island,Arrochar,40.59346945,-74.06913708,Entire home/apt,125,3,12,10/2/17,2.67,2,234
738588,"Wedding guests accommodations, etc.",1360198,Marina,Staten Island,Arrochar,40.59192979,-74.06476426,Entire home/apt,625,4,1,11/1/15,0.04,3,337
18628272,Studio on Staten Island,68335750,Evgeny,Staten Island,Arrochar,40.59673624,-74.06470818,Entire home/apt,68,1,31,9/25/17,6.84,2,54
17971822,"Modern , 1 Bedroom Apartment",42213465,Shimmy,Staten Island,Arrochar,40.59101996,-74.0723278,Entire home/apt,109,3,0,,,1,89
16650268,Private Studio in New York City close to Manhattan,29622548,Solvita,Staten Island,Arrochar,40.59729661,-74.07132597,Entire home/apt,119,4,0,,,1,170
6031948,Newly Renovated NYC apartment,31307082,Veronica,Staten Island,Arrochar,40.59036818,-74.07816134,Entire home/apt,70,3,4,8/8/16,0.23,1,331
16123943,"1BR 2nd floor, house",104661811,Elias,Staten Island,Arrochar,40.5941171,-74.06954857,Private room,105,3,3,8/27/17,0.33,1,317
13752815,"Bright, Spacious Home Near Beach & Subway",36234811,Anna,Queens,Arverne,40.59050983,-73.79152455,Private room,69,1,36,9/17/17,2.39,4,170
13005376,Comfy Terrace Room,71721914,Sei Yan,Queens,Arverne,40.59170591,-73.79109797,Private room,85,1,25,9/4/17,1.81,1,87
7664991,Lanie So,17654441,Lilanie,Queens,Arverne,40.58873452,-73.79503411,Private room,80,1,22,8/27/17,0.85,3,125
14796074,ELEGANT NEW HOME @ ARVERNE BY THE SEA NEAR JFK,19866189,Natasha,Queens,Arverne,40.58936061,-73.79374455,Private room,299,2,1,12/29/16,0.11,5,274
16244553,"Modern Private Studio for 2 in Arverne, Rockaway",106197923,Huilin,Queens,Arverne,40.58873196,-73.7957271,Entire home/apt,85,1,44,9/18/17,4.4,1,86
19660760,Sunny and Cozy Apartment by the Beach,30884023,Maggie,Queens,Arverne,40.59044365,-73.79178511,Entire home/apt,129,1,15,9/10/17,5.62,1,0
18806323,"Seaside Nest#SeasideNestNYC",130897041,Robert,Queens,Arverne,40.58934436,-73.80054909,Entire home/apt,250,1,20,9/17/17,5.94,1,0
13914735,Beautiful two bedroom apartment in beach home,82562435,Josephine,Queens,Arverne,40.59005493,-73.7944916,Entire home/apt,87,2,69,9/17/17,4.83,2,313
1215627,Floating Cabin Houseboat Rockaway,5720054,Ingrid,Queens,Arverne,40.59204219,-73.7866504,Entire home/apt,150,1,79,9/1/17,1.53,1,364
16703220,Surfin' the City,104302320,Andrew,Queens,Arverne,40.588325,-73.79953952,Entire home/apt,180,3,9,8/30/17,1.56,1,206
20848182,MARVA'S HOUSE,149608953,Marva,Queens,Arverne,40.59731229,-73.79241115,Private room,50,2,0,,,1,180
1684053,Cozy Bungalow in Arverne By The Bay,762610,Christopher,Queens,Arverne,40.59683734,-73.79448966,Private room,75,1,143,10/1/17,3.6,2,178
6519873,Houseboat in the Rockaways,829717,A And F,Queens,Arverne,40.59427737,-73.78855441,Entire home/apt,75,1,22,9/11/16,0.8,1,0
12829824,Large Oasis by the Beach,2861854,Jeanmarie,Queens,Arverne,40.59738607,-73.80023681,Entire home/apt,180,4,5,8/1/17,0.32,2,335
7734034,Ocean view studio with balcony,35976278,Yin,Queens,Arverne,40.59029112,-73.79032206,Private room,120,1,4,9/10/17,0.17,1,346
21114659,the right spot for a relaxing  vacation,145083443,John,Queens,Arverne,40.58933897,-73.79959475,Shared room,75,5,0,,,1,90
13527085,Stupendous private room at the Beach in NYC,36935244,Vladimir,Queens,Arverne,40.59209432,-73.78970233,Private room,35,1,6,5/31/17,0.6,4,337
16543067,NYC Sale @The Beach House  2 Twin beds,40428413,Rosemary,Queens,Arverne,40.58838939,-73.80059078,Private room,86,2,0,,,5,125
14535032,Private Bedroom - 20 mins to JFK,2097004,Nobu,Queens,Arverne,40.59373178,-73.79498402,Private room,38,1,3,3/7/17,0.23,1,60
12489666,Roof-Top Terrace Room,67617579,Yip,Queens,Arverne,40.59084401,-73.79308232,Private room,90,1,15,9/24/17,0.99,1,90
2476456,Cozy Studio by the Beach,12666095,Oprah,Queens,Arverne,40.59172152,-73.78665268,Shared room,35,1,12,6/4/17,0.32,1,0
12124688,Cozy Bungalow Arverne by the Bay!,762610,Christopher,Queens,Arverne,40.59929202,-73.7969592,Entire home/apt,150,1,38,9/24/17,2.18,2,362
8135403,"peaceful,near the beach and train",17654441,Lilanie,Queens,Arverne,40.58834317,-73.79509183,Private room,80,1,46,9/26/17,1.89,3,363
9886514,Unique Far Rockaway House Boatel,47288627,Lynda,Queens,Arverne,40.59396258,-73.79108696,Entire home/apt,250,1,0,,,1,365
20587645,Quiet and Comfy Room by the Beach,51524470,Ola,Queens,Arverne,40.5910023,-73.79005903,Private room,0,1,0,,,7,283
16604081,"NYC Sale @ the Beach House King bed, private bath",40428413,Rosemary,Queens,Arverne,40.58659556,-73.80006008,Private room,124,2,1,6/14/17,0.27,5,146
19487831,My backyard....steps from the beach....YOUR EVENT!,51524470,Ola,Queens,Arverne,40.59100795,-73.78915633,Entire home/apt,350,1,0,,,7,365
15839869,Brand New Luxury Private Studio by JFK,102588471,Cashmira,Queens,Arverne,40.59376428,-73.79995534,Private room,95,1,36,9/24/17,3.31,1,360
5009768,Surf Central In Rockaway Beach,25837009,Vince,Queens,Arverne,40.58633634,-73.79906049,Entire home/apt,180,3,47,9/1/17,1.5,1,333
14733074,Charming Room in a Ranch Style Home !,91755572,Claudia,Queens,Arverne,40.59621825,-73.79649903,Private room,49,2,3,7/11/17,0.33,1,168
3852261,SUNNY ROOM FOR TWO @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58835237,-73.79565339,Private room,129,1,86,7/28/17,2.26,5,357
14426371,Room available by Rockaway Beach,6194019,Dominic,Queens,Arverne,40.59785632,-73.80013301,Private room,42,2,19,9/10/17,1.37,1,355
15597266,Beautiful home near beach & JFK!,97536353,Chadine,Queens,Arverne,40.59054754,-73.79281037,Private room,60,1,4,8/27/17,0.43,2,355
14843072,Houseboat Hideaway,65179,Robyn,Queens,Arverne,40.59599651,-73.78865824,Entire home/apt,191,1,17,9/17/17,1.31,1,364
19912699,Beautiful new home on the beach in Rockaway,27272337,Peter,Queens,Arverne,40.58799799,-73.79086565,Private room,95,3,1,8/28/17,0.81,1,75
15311833,"Ideal vacationing spot for beach lovers, near JFK",97536353,Chadine,Queens,Arverne,40.58929235,-73.79441447,Private room,60,3,3,6/21/17,0.31,2,358
20586405,Rockaway beach Private room,51524470,Ola,Queens,Arverne,40.59248596,-73.78846416,Private room,0,1,3,9/28/17,3,7,363
20026248,Beach House,37318968,V Joe,Queens,Arverne,40.59082074,-73.8032843,Entire home/apt,275,2,4,9/4/17,1.9,1,30
13556488,sunny room one block from the beach,22591516,Laura,Queens,Arverne,40.58927653,-73.79531335,Private room,150,1,2,8/22/16,0.13,1,0
16251872,Room available in beach front property in Arverne.,17286452,Joao,Queens,Arverne,40.58913783,-73.79155341,Private room,25,3,16,9/20/17,2.45,1,297
20155864,"New house in Rockaway Beach, NYC!",519720,Anna,Queens,Arverne,40.59424814,-73.79506164,Private room,150,2,0,,,1,364
20679072,"One B/R (1-2Gsts) near beach, JFK, A & Air trains",139957134,Trudy,Queens,Arverne,40.59753572,-73.79948811,Private room,50,1,5,9/17/17,4.55,3,353
20678858,"One B/R (1 Guest) Near Beach, A & air trains, JFK",139957134,Trudy,Queens,Arverne,40.59735754,-73.80028755,Private room,35,1,1,9/19/17,1,3,356
3506399,"Serene,clean beach home",17654441,Lilanie,Queens,Arverne,40.58864139,-73.7948267,Private room,76,1,15,9/4/17,1.07,3,364
581542,Escape to our Great Beach Getaway,2861854,Jeanmarie,Queens,Arverne,40.59783491,-73.80157598,Entire home/apt,92,1,55,6/1/17,0.88,2,0
6585028,ROOFTOP TERRACE ROOM @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58977186,-73.79497948,Private room,159,1,50,8/13/17,1.8,5,353
7043746,2 block walk from the beach in NYC,36935244,Vladimir,Queens,Arverne,40.5926972,-73.78989598,Entire home/apt,250,1,79,9/24/17,2.87,4,326
6520350,The Kook House  - Rockaways BEST Summer House!!,4089529,Michael,Queens,Arverne,40.59399395,-73.79692791,Entire home/apt,300,1,47,9/17/17,1.65,1,360
19261720,Oceanfront vacation home on Rockaway Beach,6988611,Jill,Queens,Arverne,40.58804976,-73.79242326,Entire home/apt,715,7,0,,,1,365
18802889,Tranquil....Serene.....Steps from the Beach,51524470,Ola,Queens,Arverne,40.59221427,-73.78835311,Entire home/apt,200,1,11,8/27/17,2.56,7,284
16082923,Modern Bungalow Escape,29474145,Brent,Queens,Arverne,40.5909756,-73.80080695,Entire home/apt,100,2,31,9/17/17,3.43,1,85
19487730,NYC Sale @ Rosie's Beach home 1 bedroom suite,40428413,Rosemary,Queens,Arverne,40.58817207,-73.80001641,Entire home/apt,99,2,13,9/24/17,4.24,5,195
14110407,Relaxing Ocean Front Beach Home in Arverne!,84765662,Sita,Queens,Arverne,40.58842846,-73.79905104,Entire home/apt,450,3,11,9/18/17,0.78,1,324
16449771,"Simple, Cozy Private Room Near Beach & Subway",36234811,Anna,Queens,Arverne,40.59210057,-73.79285266,Private room,55,1,12,9/17/17,1.28,4,171
7894007,MyPlace2Beach,41619645,D.,Queens,Arverne,40.58874928,-73.79108851,Entire home/apt,200,1,51,9/23/17,1.97,1,357
15492820,"___µ_____°_´Ñƒ _ê_·Ñ€___¿__Ñ€Ñ‚, _¿_»Ñè_¶, ÑÅ_µÑ€Ñ„_¸____ _¿_»Ñè_¶",99491969,Irena,Queens,Arverne,40.58931426,-73.80087381,Private room,65,1,0,,,1,364
13657292,"Bright, Airy, Rockaway Beach House w/ Backyard",79341807,Tory & Ben,Queens,Arverne,40.59420947,-73.80042763,Entire home/apt,160,2,25,9/17/17,1.63,1,177
13525009,NYC Private room by Beach,36935244,Vladimir,Queens,Arverne,40.59207601,-73.78917051,Private room,30,1,11,9/25/17,0.92,4,342
13524592,Beachside Room in NYC for relaxing stay,36935244,Vladimir,Queens,Arverne,40.59104048,-73.78892079,Private room,30,1,10,8/11/17,0.86,4,349
12211396,Sunny vacation to Rockaway Beach,10571718,Sarah,Queens,Arverne,40.58970865,-73.79257383,Private room,55,3,2,7/18/16,0.12,1,0
6044964,Beach Lovers Dream!,31204745,Monika,Queens,Arverne,40.58920724,-73.79479285,Entire home/apt,150,2,73,9/15/17,2.56,1,325
14124508,Boardwalk Retreat,55119276,Jose,Queens,Arverne,40.58882378,-73.79590529,Entire home/apt,101,2,31,9/10/17,2.28,1,165
19812097,"Two B/Rm (2-3 guests) Near Beach, A/air train, JFK",139957134,Trudy,Queens,Arverne,40.59909589,-73.79943841,Private room,50,1,2,8/28/17,1.5,3,353
12205604,"JUNIOR SUITE @BEACH, JFK AIRPORT",19866189,Natasha,Queens,Arverne,40.58775741,-73.79308273,Private room,159,1,30,8/1/17,1.68,5,359
20587378,Enormous Private Bedroom by the beach,51524470,Ola,Queens,Arverne,40.59115588,-73.78910302,Private room,0,1,2,9/5/17,2,7,335
18359426,Lovely room with a view.,82562435,Josephine,Queens,Arverne,40.58937691,-73.79447119,Private room,55,2,17,9/16/17,3.49,2,100
6576463,PARK VIEW ROOM @ ELEGANT HOME NEAR JFK,19866189,Natasha,Queens,Arverne,40.58909599,-73.79483524,Private room,129,1,41,8/13/17,1.49,5,355
15342701,Brand new elegant private apartment for 3 near JFK,97825348,Frank,Queens,Arverne,40.59065487,-73.79563452,Entire home/apt,150,1,8,9/18/17,0.71,1,84
13113064,Cozy Comfy Suite of Rockaway Beach,52188020,Safa,Queens,Arverne,40.59057683,-73.792475,Private room,125,1,28,9/14/17,1.71,1,361
20583998,"Plenty of space, close to the beach in NYC",51524470,Ola,Queens,Arverne,40.59103028,-73.78908609,Private room,40,1,5,9/25/17,5,7,360
18785110,Steps from the Beach....Serenity!,51524470,Ola,Queens,Arverne,40.59216835,-73.78975846,Entire home/apt,225,1,18,9/10/17,4.25,7,334
7996391,Lovely Room,42210613,Lesly,Queens,Arverne,40.58997665,-73.79006969,Private room,202,1,0,,,1,365
16253413,"Private Bath, Cozy Sunset Terrace Room",36234811,Anna,Queens,Arverne,40.5898905,-73.79116707,Private room,69,1,5,7/27/17,0.54,4,171
16254609,"Sunny, Spacious House by the Beach",36234811,Anna,Queens,Arverne,40.59153439,-73.79166459,Entire home/apt,200,1,19,8/28/17,2.98,4,169
18504871,"Sunny, cozy, convenient Astoria apartment!",75019164,Chad/Colleen,Queens,Astoria,40.75448538,-73.91403655,Private room,100,1,12,9/18/17,2.37,1,176
17097898,Private room 5 mins to Manhattan 2 blocks to train,51459559,Rossana,Queens,Astoria,40.75902103,-73.91539708,Private room,47,4,12,9/29/17,2.59,2,356
14303304,Charming bedroom in a beautiful apt,5613109,Lilly,Queens,Astoria,40.75812299,-73.9184726,Private room,75,1,20,7/23/17,1.43,3,359
14959164,"Cozy, clean, private room in Astoria!",94112107,Jen,Queens,Astoria,40.75874612,-73.91828252,Private room,80,1,23,9/24/17,1.95,1,76
4008443,"Private room in Astoria, NY!!",20741468,Sarah,Queens,Astoria,40.755677,-73.9157793,Private room,65,3,17,9/24/17,0.58,1,173
19475065,Charming bedroom in Astoria,87250935,Nira,Queens,Astoria,40.75855702,-73.92136502,Private room,103,1,3,8/20/17,1.55,1,72
17865967,"Cozy, Zen private furnished bedroom with AC!",100128949,Lisa,Queens,Astoria,40.75614922,-73.91281478,Private room,45,5,2,7/1/17,0.45,3,0
11262090,STAY FOR SHORT AND LONG TERM / WELCOME TO NEW YORK,36124032,Daisy,Queens,Astoria,40.75839713,-73.91307567,Private room,60,7,3,6/23/17,0.24,1,308
9238214,Sublet Cozy Spacious Private Room near Manhattan,48016303,Nelson,Queens,Astoria,40.75546368,-73.91768332,Private room,39,4,5,8/25/16,0.22,1,0
19410166,Cozy bedroom for one or two,12239117,Giovanna,Queens,Astoria,40.75943646,-73.912259,Private room,100,2,1,7/17/17,0.38,1,321
3263561,Sunny room 15min to Manhattan,4166597,Inva,Queens,Astoria,40.75715709,-73.91775395,Private room,60,1,2,6/26/14,0.05,1,0
10723142,Cozy and Small bedroom in Astoria!!,24981045,Julio,Queens,Astoria,40.76060526,-73.9176659,Private room,35,1,1,2/1/16,0.05,1,0
1036498,Cozy Room in NY/10min to Manhattan,3233986,Daniel,Queens,Astoria,40.75536838,-73.91648276,Private room,59,4,58,8/27/17,1.07,2,329
18022545,GREAT LOCATION 15mins from Manhattan.,40549648,Luiza,Queens,Astoria,40.75728664,-73.91590855,Private room,85,7,18,8/21/17,3.07,2,184
9895911,Room with a View,6513960,Nargiz,Queens,Astoria,40.75880262,-73.91911394,Private room,55,2,8,10/3/16,0.45,1,0
